1,1,1,Génesis 1
1,1,2,Génesis 2
1,1,3,Génesis 3
1,1,4,Génesis 4
1,1,5,Génesis 5
1,1,6,Génesis 6
1,1,7,Génesis 7
1,1,8,Génesis 8
1,1,9,Génesis 9
1,1,10,Génesis 10
1,1,11,Génesis 11
1,1,12,Génesis 12
1,1,13,Génesis 13
1,1,14,Génesis 14
1,1,15,Génesis 15
1,1,16,Génesis 16
1,1,17,Génesis 17
1,1,18,Génesis 18
1,1,19,Génesis 19
1,1,20,Génesis 20
1,1,21,Génesis 21
1,1,22,Génesis 22
1,1,23,Génesis 23
1,1,24,Génesis 24
1,1,25,Génesis 25
1,1,26,Génesis 26
1,1,27,Génesis 27
1,1,28,Génesis 28
1,1,29,Génesis 29
1,1,30,Génesis 30
1,1,31,Génesis 31
1,2,1,Génesis 32
1,2,2,Génesis 33
1,2,3,Génesis 34
1,2,4,Génesis 35
1,2,5,Génesis 36
1,2,6,Génesis 37
1,2,7,Génesis 38
1,2,8,Génesis 39
1,2,9,Génesis 40
1,2,10,Génesis 41
1,2,11,Génesis 42
1,2,12,Génesis 43
1,2,13,Génesis 44
1,2,14,Génesis 45
1,2,15,Génesis 46
1,2,16,Génesis 47
1,2,17,Génesis 48
1,2,18,Génesis 49
1,2,19,Génesis 50
1,2,20,Salmos 1-3
1,2,21,Proverbios 1
1,2,22,Proverbios 2
1,2,23,Éxodo 1
1,2,24,Éxodo 2
1,2,25,Éxodo 3
1,2,26,Éxodo 4
1,2,27,Éxodo 5
1,2,28,Éxodo 6
1,3,1,Éxodo 7
1,3,2,Éxodo 8
1,3,3,Éxodo 9
1,3,4,Éxodo 10
1,3,5,Éxodo 11
1,3,6,Éxodo 12
1,3,7,Éxodo 13
1,3,8,Éxodo 14
1,3,9,Éxodo 15
1,3,10,Éxodo 16
1,3,11,Éxodo 17
1,3,12,Éxodo 18
1,3,13,Éxodo 19
1,3,14,Éxodo 20
1,3,15,Éxodo 21
1,3,16,Éxodo 22
1,3,17,Éxodo 23
1,3,18,Éxodo 24
1,3,19,Éxodo 25
1,3,20,Éxodo 26
1,3,21,Éxodo 27
1,3,22,Éxodo 28
1,3,23,Éxodo 29
1,3,24,Éxodo 30
1,3,25,Éxodo 31
1,3,26,Éxodo 32
1,3,27,Éxodo 33
1,3,28,Éxodo 34
1,3,29,Éxodo 35
1,3,30,Éxodo 36
1,3,31,Éxodo 37
1,4,1,Éxodo 38
1,4,2,Éxodo 39
1,4,3,Éxodo 40
1,4,4,Salmos 4-6
1,4,5,Proverbios 3
1,4,6,Proverbios 4-5
1,4,7,Mateo 1
1,4,8,Mateo 2
1,4,9,Mateo 3
1,4,10,Mateo 4
1,4,11,Mateo 5
1,4,12,Mateo 6
1,4,13,Mateo 7
1,4,14,Mateo 8
1,4,15,Mateo 9
1,4,16,Mateo 10
1,4,17,Mateo 11
1,4,18,Mateo 12
1,4,19,Mateo 13
1,4,20,Mateo 14
1,4,21,Mateo 15
1,4,22,Mateo 16
1,4,23,Mateo 17
1,4,24,Mateo 18
1,4,25,Mateo 19
1,4,26,Mateo 20
1,4,27,Mateo 21
1,4,28,Mateo 22
1,4,29,Mateo 23
1,4,30,Mateo 24
1,5,1,Mateo 25
1,5,2,Mateo 26
1,5,3,Mateo 27
1,5,4,Mateo 28
1,5,5,Salmos 7-9
1,5,6,Proverbios 6
1,5,7,Proverbios 7
1,5,8,Levítico 1
1,5,9,Levítico 2
1,5,10,Levítico 3
1,5,11,Levítico 4
1,5,12,Levítico 5
1,5,13,Levítico 6
1,5,14,Levítico 7
1,5,15,Levítico 8
1,5,16,Levítico 9
1,5,17,Levítico 10
1,5,18,Levítico 11
1,5,19,Levítico 12
1,5,20,Levítico 13
1,5,21,Levítico 14
1,5,22,Levítico 15
1,5,23,Levítico 16
1,5,24,Levítico 17
1,5,25,Levítico 18
1,5,26,Levítico 19
1,5,27,Levítico 20
1,5,28,Levítico 21
1,5,29,Levítico 22
1,5,30,Levítico 23
1,5,31,Levítico 24
1,6,1,Levítico 25
1,6,2,Levítico 26
1,6,3,Levítico 27
1,6,4,Salmos 10-11
1,6,5,Salmos 12-13
1,6,6,Salmos 14-15
1,6,7,Proverbios 8-9
1,6,8,Proverbios 10
1,6,9,Números 1
1,6,10,Números 2
1,6,11,Números 3
1,6,12,Números 4
1,6,13,Números 5
1,6,14,Números 6
1,6,15,Números 7
1,6,16,Números 8
1,6,17,Números 9
1,6,18,Números 10
1,6,19,Números 11
1,6,20,Números 12
1,6,21,Números 13
1,6,22,Números 14
1,6,23,Números 15
1,6,24,Números 16
1,6,25,Números 17
1,6,26,Números 18
1,6,27,Números 19
1,6,28,Números 20
1,6,29,Números 21
1,6,30,Números 22
1,7,1,Números 23
1,7,2,Números 24
1,7,3,Números 25
1,7,4,Números 26
1,7,5,Números 27
1,7,6,Números 28
1,7,7,Números 29
1,7,8,Números 30
1,7,9,Números 31
1,7,10,Números 32
1,7,11,Números 33
1,7,12,Números 34
1,7,13,Números 35
1,7,14,Números 36
1,7,15,Hebreos 1
1,7,16,Hebreos 2
1,7,17,Hebreos 3
1,7,18,Hebreos 4
1,7,19,Hebreos 5
1,7,20,Hebreos 6
1,7,21,Hebreos 7
1,7,22,Hebreos 8
1,7,23,Hebreos 9
1,7,24,Hebreos 10
1,7,25,Hebreos 11
1,7,26,Hebreos 12
1,7,27,Hebreos 13
1,7,28,Deuteronomio 1
1,7,29,Deuteronomio 2
1,7,30,Deuteronomio 3
1,7,31,Deuteronomio 4
1,8,1,Deuteronomio 5
1,8,2,Deuteronomio 6
1,8,3,Deuteronomio 7
1,8,4,Deuteronomio 8
1,8,5,Deuteronomio 9
1,8,6,Deuteronomio 10
1,8,7,Deuteronomio 11
1,8,8,Deuteronomio 12
1,8,9,Deuteronomio 13
1,8,10,Deuteronomio 14
1,8,11,Deuteronomio 15
1,8,12,Deuteronomio 16
1,8,13,Deuteronomio 17
1,8,14,Deuteronomio 18
1,8,15,Deuteronomio 19
1,8,16,Deuteronomio 20
1,8,17,Deuteronomio 21
1,8,18,Deuteronomio 22
1,8,19,Deuteronomio 23
1,8,20,Deuteronomio 24
1,8,21,Deuteronomio 25
1,8,22,Deuteronomio 26
1,8,23,Deuteronomio 27
1,8,24,Deuteronomio 28
1,8,25,Deuteronomio 29
1,8,26,Deuteronomio 30
1,8,27,Deuteronomio 31
1,8,28,Deuteronomio 32
1,8,29,Deuteronomio 33
1,8,30,Deuteronomio 34
1,8,31,Juan 1
1,9,1,Juan 2
1,9,2,Juan 3
1,9,3,Juan 4
1,9,4,Juan 5
1,9,5,Juan 6
1,9,6,Juan 7
1,9,7,Juan 8
1,9,8,Juan 9
1,9,9,Juan 10
1,9,10,Juan 11
1,9,11,Juan 12
1,9,12,Juan 13
1,9,13,Juan 14
1,9,14,Juan 15
1,9,15,Juan 16
1,9,16,Juan 17
1,9,17,Juan 18
1,9,18,Juan 19
1,9,19,Juan 20
1,9,20,Juan 21
1,9,21,Josué 1
1,9,22,Josué 2
1,9,23,Josué 3
1,9,24,Josué 4
1,9,25,Josué 5
1,9,26,Josué 6
1,9,27,Josué 7
1,9,28,Josué 8
1,9,29,Josué 9
1,9,30,Josué 10
1,10,1,Josué 11
1,10,2,Josué 12
1,10,3,Josué 13
1,10,4,Josué 14
1,10,5,Josué 15
1,10,6,Josué 16
1,10,7,Josué 17
1,10,8,Josué 18
1,10,9,Josué 19
1,10,10,Josué 20
1,10,11,Josué 21
1,10,12,Josué 22
1,10,13,Josué 23
1,10,14,Josué 24
1,10,15,Salmos 16-17
1,10,16,Salmos 18
1,10,17,Salmos 19
1,10,18,Proverbios 11
1,10,19,Proverbios 12-13
1,10,20,Jueces 1
1,10,21,Jueces 2
1,10,22,Jueces 3
1,10,23,Jueces 4
1,10,24,Jueces 5
1,10,25,Jueces 6
1,10,26,Jueces 7
1,10,27,Jueces 8
1,10,28,Jueces 9
1,10,29,Jueces 10
1,10,30,Jueces 11
1,10,31,Jueces 12
1,11,1,Jueces 13
1,11,2,Jueces 14
1,11,3,Jueces 15
1,11,4,Jueces 16
1,11,5,Jueces 17
1,11,6,Jueces 18
1,11,7,Jueces 19
1,11,8,Jueces 20
1,11,9,Jueces 21
1,11,10,Salmos 20-21
1,11,11,Salmos 22
1,11,12,Salmos 23-24
1,11,13,Proverbios 14
1,11,14,Proverbios 15
1,11,15,Romanos 1
1,11,16,Romanos 2
1,11,17,Romanos 3
1,11,18,Romanos 4
1,11,19,Romanos 5
1,11,20,Romanos 6
1,11,21,Romanos 7
1,11,22,Romanos 8
1,11,23,Romanos 9
1,11,24,Romanos 10
1,11,25,Romanos 11
1,11,26,Romanos 12
1,11,27,Romanos 13
1,11,28,Romanos 14
1,11,29,Romanos 15
1,11,30,Romanos 16
1,12,1,1 Samuel 1
1,12,2,1 Samuel 2
1,12,3,1 Samuel 3
1,12,4,1 Samuel 4
1,12,5,1 Samuel 5
1,12,6,1 Samuel 6
1,12,7,1 Samuel 7
1,12,8,1 Samuel 8
1,12,9,1 Samuel 9
1,12,10,1 Samuel 10
1,12,11,1 Samuel 11
1,12,12,1 Samuel 12
1,12,13,1 Samuel 13
1,12,14,1 Samuel 14
1,12,15,1 Samuel 15
1,12,16,1 Samuel 16
1,12,17,1 Samuel 17
1,12,18,1 Samuel 18
1,12,19,1 Samuel 19
1,12,20,1 Samuel 20
1,12,21,1 Samuel 21
1,12,22,1 Samuel 22
1,12,23,1 Samuel 23
1,12,24,1 Samuel 24
1,12,25,1 Samuel 25
1,12,26,1 Samuel 26
1,12,27,1 Samuel 27
1,12,28,1 Samuel 28
1,12,29,1 Samuel 29
1,12,30,1 Samuel 30
1,12,31,1 Samuel 31
2,1,1,Salmos 25-26
2,1,2,Salmos 27-28
2,1,3,Salmos 29-30
2,1,4,Proverbios 16
2,1,5,Proverbios 17
2,1,6,2 Samuel 1
2,1,7,2 Samuel 2
2,1,8,2 Samuel 3
2,1,9,2 Samuel 4
2,1,10,2 Samuel 5
2,1,11,2 Samuel 6
2,1,12,2 Samuel 7
2,1,13,2 Samuel 8
2,1,14,2 Samuel 9
2,1,15,2 Samuel 10
2,1,16,2 Samuel 11
2,1,17,2 Samuel 12
2,1,18,2 Samuel 13
2,1,19,2 Samuel 14
2,1,20,2 Samuel 15
2,1,21,2 Samuel 16
2,1,22,2 Samuel 17
2,1,23,2 Samuel 18
2,1,24,2 Samuel 19
2,1,25,2 Samuel 20
2,1,26,2 Samuel 21
2,1,27,2 Samuel 22
2,1,28,2 Samuel 23
2,1,29,2 Samuel 24
2,1,30,Salmos 31-32
2,1,31,Salmos 34-34
2,2,1,Salmos 35-36
2,2,2,Proverbios 18
2,2,3,Proverbios 19
2,2,4,Lucas 1
2,2,5,Lucas 2
2,2,6,Lucas 3
2,2,7,Lucas 4
2,2,8,Lucas 5
2,2,9,Lucas 6
2,2,10,Lucas 7
2,2,11,Lucas 8
2,2,12,Lucas 9
2,2,13,Lucas 10
2,2,14,Lucas 11
2,2,15,Lucas 12
2,2,16,Lucas 13
2,2,17,Lucas 14
2,2,18,Lucas 15
2,2,19,Lucas 16
2,2,20,Lucas 17
2,2,21,Lucas 18
2,2,22,Lucas 19
2,2,23,Lucas 20
2,2,24,Lucas 21
2,2,25,Lucas 22
2,2,26,Lucas 23
2,2,27,Lucas 24
2,2,28,Salmos 37-38
2,3,1,Salmos 38-39
2,3,2,Salmos 40-41
2,3,3,Proverbios 20
2,3,4,Proverbios 21
2,3,5,1 Reyes 1
2,3,6,1 Reyes 2
2,3,7,1 Reyes 3
2,3,8,1 Reyes 4
2,3,9,1 Reyes 5
2,3,10,1 Reyes 6
2,3,11,1 Reyes 7
2,3,12,1 Reyes 8
2,3,13,1 Reyes 9
2,3,14,1 Reyes 10
2,3,15,1 Reyes 11
2,3,16,1 Reyes 12
2,3,17,1 Reyes 13
2,3,18,1 Reyes 14
2,3,19,1 Reyes 15
2,3,20,1 Reyes 16
2,3,21,1 Reyes 17
2,3,22,1 Reyes 18
2,3,23,1 Reyes 19
2,3,24,1 Reyes 20
2,3,25,1 Reyes 21
2,3,26,1 Reyes 22
2,3,27,Salmos 42-43
2,3,28,Salmos 44-45
2,3,29,Salmos 46-47
2,3,30,Proverbios 22
2,3,31,Proverbios 23
2,4,1,1 Juan 1
2,4,2,1 Juan 2
2,4,3,1 Juan 3
2,4,4,1 Juan 4
2,4,5,1 Juan 5
2,4,6,2 Juan
2,4,7,3 Juan
2,4,8,2 Reyes 1
2,4,9,2 Reyes 2
2,4,10,2 Reyes 3
2,4,11,2 Reyes 4
2,4,12,2 Reyes 5
2,4,13,2 Reyes 6
2,4,14,2 Reyes 7
2,4,15,2 Reyes 8
2,4,16,2 Reyes 9
2,4,17,2 Reyes 10
2,4,18,2 Reyes 11
2,4,19,2 Reyes 12
2,4,20,2 Reyes 13
2,4,21,2 Reyes 14
2,4,22,2 Reyes 15
2,4,23,2 Reyes 16
2,4,24,2 Reyes 17
2,4,25,2 Reyes 18
2,4,26,2 Reyes 19
2,4,27,2 Reyes 20
2,4,28,2 Reyes 21
2,4,29,2 Reyes 22
2,4,30,2 Reyes 23
2,5,1,2 Reyes 24
2,5,2,2 Reyes 25
2,5,3,Salmo 48-49
2,5,4,Salmo 50-51
2,5,5,Salmo 52-53
2,5,6,Proverbios 24
2,5,7,Proverbios 25
2,5,8,Isaías 1
2,5,9,Isaías 2
2,5,10,Isaías 3-4
2,5,11,Isaías 5
2,5,12,Isaías 6
2,5,13,Isaías 7
2,5,14,Isaías 8
2,5,15,Isaías 9
2,5,16,Isaías 10
2,5,17,Isaías 11
2,5,18,Isaías 12-13
2,5,19,Isaías 14
2,5,20,Isaías 15-16
2,5,21,Isaías 17-18
2,5,22,Isaías 19
2,5,23,Isaías 20-21
2,5,24,Isaías 22
2,5,25,Isaías 23
2,5,26,Isaías 24
2,5,27,Isaías 25
2,5,28,Isaías 26
2,5,29,Isaías 27
2,5,30,Isaías 28
2,5,31,Isaías 29
2,6,1,Isaías 30
2,6,2,Isaías 31
2,6,3,Isaías 32
2,6,4,Isaías 33
2,6,5,Isaías 34
2,6,6,Isaías 35
2,6,7,Isaías 36
2,6,8,Isaías 37
2,6,9,Isaías 38-39
2,6,10,Isaías 40
2,6,11,Isaías 41
2,6,12,Isaías 42
2,6,13,Isaías 43
2,6,14,Isaías 44
2,6,15,Isaías 45
2,6,16,Isaías 46
2,6,17,Isaías 47
2,6,18,Isaías 48
2,6,19,Isaías 49
2,6,20,Isaías 50
2,6,21,Isaías 51
2,6,22,Isaías 52
2,6,23,Isaías 53
2,6,24,Isaías 54
2,6,25,Isaías 55
2,6,26,Isaías 56
2,6,27,Isaías 57
2,6,28,Isaías 58
2,6,29,Isaías 59
2,6,30,Isaías 60
2,7,1,Isaías 61
2,7,2,Isaías 62
2,7,3,Isaías 63
2,7,4,Isaías 64
2,7,5,Isaías 65
2,7,6,Isaías 66
2,7,7,Efesios 1
2,7,8,Efesios 2
2,7,9,Efesios 3
2,7,10,Efesios 4
2,7,11,Efesios 5
2,7,12,Efesios 6
2,7,13,Filipenses 1
2,7,14,Filipenses 2
2,7,15,Filipenses 3
2,7,16,Filipenses 4
